Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
50613,choosealicense-cli,https://github.com/lord63/choosealicense-cli,lord63,choosealicense-cli,"[ContentFile(path=""dev-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50615,choosem,https://github.com/Granitosaurus/choosem,Granitosaurus,choosem,[],[]
50616,choose-next,https://github.com/weisslj/choose-next,weisslj,choose-next,"[ContentFile(path=""requirements-test.txt"")]","[ContentFile(path=""setup.py"")]"
50617,choosenim-install,https://github.com/nim-lang/Nim,nim-lang,Nim,[],[]
50618,chooser,https://github.com/lebedov/chooser,lebedov,chooser,[],"[ContentFile(path=""setup.py"")]"
50619,chop,https://github.com/samurais/chop,samurais,chop,[],"[ContentFile(path=""setup.py"")]"
50620,chop3,https://github.com/ornlneutronimaging/chop,ornlneutronimaging,chop,"[ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
50626,chopin2,https://github.com/cumbof/chopin2,cumbof,chopin2,[],"[ContentFile(path=""setup.py"")]"
50629,chopper,https://github.com/jurismarches/chopper,jurismarches,chopper,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50630,choppy,https://github.com/j4c0bs/choppy,j4c0bs,choppy,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50631,choppy-pipe,https://github.com/go-choppy/choppy,go-choppy,choppy,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50634,chopro,https://github.com/jontsai/pychopro,jontsai,pychopro,[],"[ContentFile(path=""setup.py"")]"
50635,chopsticks,https://github.com/lordmauve/chopsticks,lordmauve,chopsticks,"[ContentFile(path=""doc-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50636,chopsticksc,https://github.com/AWestover/chopsticks,AWestover,chopsticks,[],[]
50637,chopt,https://github.com/tslight/chopt,tslight,chopt,[],"[ContentFile(path=""setup.py"")]"
50639,choptools,https://github.com/mc-robinson/choptools,mc-robinson,choptools,[],[]
50640,chopy,https://github.com/cpolaris/chopy,cpolaris,chopy,[],"[ContentFile(path=""setup.py"")]"
50642,choquet-classifier-glenscalai,https://github.com/glenbreaks/choquet-classifier,glenbreaks,choquet-classifier,[],[]
50644,choraoipsum,https://github.com/igr-santos/choraoipsum,igr-santos,choraoipsum,[],"[ContentFile(path=""setup.py"")]"
50647,chord123,https://github.com/callistusystan/Chord123,callistusystan,Chord123,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50648,chord2vec,https://github.com/Sephora-M/chord2vec,Sephora-M,chord2vec,[],"[ContentFile(path=""setup.py"")]"
50649,chordalpy,https://github.com/P-bibs/ChordalPy,P-bibs,ChordalPy,[],"[ContentFile(path=""setup.py"")]"
50651,chordbook,https://github.com/wgmyers/chordbook,wgmyers,chordbook,[],"[ContentFile(path=""setup.py"")]"
50652,chord-chart,https://github.com/vrslev/chord-chart,vrslev,chord-chart,[],[]
50653,chorddb,https://github.com/pignacio/chorddb,pignacio,chorddb,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test_requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50654,chorde,https://github.com/klaussfreire/chorde,klaussfreire,chorde,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50655,chorder,https://github.com/joshuachang2311/chorder,joshuachang2311,chorder,"[ContentFile(path=""requirements.txt"")]",[]
50656,chord-extractor,https://github.com/ohollo/chord-extractor,ohollo,chord-extractor,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50659,chordgenerator,https://github.com/peterkmurphy/chordgenerator,peterkmurphy,chordgenerator,[],"[ContentFile(path=""setup.py"")]"
50661,chord-lib,https://github.com/c3g/chord_lib,c3g,chord_lib,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50662,chordparser,https://github.com/titus-ong/chordparser,titus-ong,chordparser,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
50663,chord-py,https://github.com/chordpy/chord.py,chordpy,chord.py,"[ContentFile(path=""requirements.txt"")]",[]
50665,chords2midi,https://github.com/Miserlou/chords2midi,Miserlou,chords2midi,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50669,chorecore,https://github.com/JTSchwartz/chorecore-py,JTSchwartz,chorecore-py,[],"[ContentFile(path=""setup.py"")]"
50672,chorescore,https://github.com/adambrenecki/chorescore,adambrenecki,chorescore,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50673,ch-orm,https://github.com/sswest/ch-orm,sswest,ch-orm,[],[]
50674,chorny,https://github.com/athenianco/chorny,athenianco,chorny,"[ContentFile(path=""requirements-lint.txt"")]","[ContentFile(path=""setup.py"")]"
50675,chorogrid,https://github.com/Prooffreader/chorogrid,Prooffreader,chorogrid,[],[]
50676,choropie,https://github.com/vinceniko/choropie,vinceniko,choropie,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50677,choropleth-gen,https://github.com/ldesousa/choropleth-gen,ldesousa,choropleth-gen,[],"[ContentFile(path=""setup.py"")]"
50678,choropleth-geojson,https://github.com/QuantStats/choropleth_geojson,QuantStats,choropleth_geojson,[],"[ContentFile(path=""setup.py"")]"
50679,chorus,https://github.com/mojaie/chorus,mojaie,chorus,[],"[ContentFile(path=""setup.py"")]"
50680,chorusfruit,https://github.com/manifarizi/ChorusFruit,manifarizi,ChorusFruit,[],[]
50682,chorusfruit-mani-f,https://github.com/manifarizi/ChorusFruit,manifarizi,ChorusFruit,[],[]
50686,chosic,https://github.com/kkristof200/py_chosic,kkristof200,py_chosic,[],"[ContentFile(path=""setup.py"")]"
50687,chosungify,https://github.com/SHUcream00/chosungify,SHUcream00,chosungify,[],"[ContentFile(path=""setup.py"")]"
50688,choto,https://github.com/ayushsubedi/choto,ayushsubedi,choto,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50691,chouette-iot,https://github.com/akatashev/chouette-iot,akatashev,chouette-iot,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50692,chouette-iot-client,https://github.com/akatashev/chouette-iot-client,akatashev,chouette-iot-client,[],"[ContentFile(path=""setup.py"")]"
50693,chouf,https://github.com/pepitooo/chouf,pepitooo,chouf,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50696,chouseisan-py,https://github.com/ryu22e/chouseisan_py,ryu22e,chouseisan_py,[],[]
50698,cho-util,https://github.com/yycho0108/cho-util,yycho0108,cho-util,[],"[ContentFile(path=""setup.py"")]"
50701,chowda,https://github.com/chrismamil/chowda,chrismamil,chowda,[],"[ContentFile(path=""setup.py"")]"
50702,chowkidar-graphene,https://github.com/aswinshenoy/chowkidar,aswinshenoy,chowkidar,[],"[ContentFile(path=""setup.py"")]"
50703,chowkidar-strawberry,https://github.com/traboda/chowkidar,traboda,chowkidar,[],"[ContentFile(path=""setup.py"")]"
50704,chowtest,https://github.com/David-Woroniuk/chowtest,David-Woroniuk,chowtest,[],[]
50705,chp,https://github.com/tbinetruy/CHIP,tbinetruy,CHIP,[],"[ContentFile(path=""setup.py"")]"
50706,chparse,https://github.com/Kenny2github/chparse,Kenny2github,chparse,[],"[ContentFile(path=""setup.py"")]"
50707,chpass,https://github.com/bengabay11/chpass,bengabay11,chpass,[],"[ContentFile(path=""setup.py"")]"
50711,chpip,https://github.com/Prodesire/chpip,Prodesire,chpip,"[ContentFile(path=""requirements-dev.txt"")]","[ContentFile(path=""setup.py"")]"
50714,chpronounce,https://github.com/YiPrograms/chpronounce,YiPrograms,chpronounce,[],"[ContentFile(path=""setup.py"")]"
50715,chp-sim,https://github.com/Strilanc/python-chp-stabilizer-simulator,Strilanc,python-chp-stabilizer-simulator,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50716,chptools,https://github.com/cyzLoveDream/CPTools,cyzLoveDream,CPTools,[],"[ContentFile(path=""setup.py"")]"
50718,chpy,https://github.com/specialprocedures/chpy,specialprocedures,chpy,[],"[ContentFile(path=""setup.py"")]"
50721,chq,https://github.com/tangyi19/chq,tangyi19,chq,[],"[ContentFile(path=""setup.py"")]"
50723,chr,https://github.com/plausibility/chr,plausibility,chr,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50726,chrequester,https://github.com/maxime-peim/cryptohack-requester,maxime-peim,cryptohack-requester,[],"[ContentFile(path=""setup.py"")]"
50727,ch-rest-interface,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
50729,chrhyme,https://github.com/jiaeyan/Chinese-Rhyme,jiaeyan,Chinese-Rhyme,[],"[ContentFile(path=""setup.py"")]"
50730,chris,https://github.com/gregorybchris/personal-website,gregorybchris,personal-website,[],[]
50731,chrisapp,https://github.com/FNNDSC/chrisapp,FNNDSC,chrisapp,[],"[ContentFile(path=""setup.py"")]"
50732,chrisbase,https://github.com/chrisjihee/chrisbase,chrisjihee,chrisbase,[],[]
50733,chrisbrake,https://github.com/chrisbrake/chrisbrake,chrisbrake,chrisbrake,[],[]
50736,chrisdict,https://github.com/chrisjihee/chrisdict,chrisjihee,chrisdict,[],[]
50741,chrisjen,https://github.com/WithPrecedent/chrisjen,WithPrecedent,chrisjen,[],[]
50742,chrislab,https://github.com/chrisjihee/chrislab,chrisjihee,chrislab,[],[]
50745,chris-parser,https://github.com/CrashAndSideburns/CHRIS-Parser,CrashAndSideburns,CHRIS-Parser,[],"[ContentFile(path=""setup.py"")]"
50747,chrispile,https://github.com/FNNDSC/chrispile,FNNDSC,chrispile,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50748,chris-plugin,https://github.com/FNNDSC/chris_plugin,FNNDSC,chris_plugin,"[ContentFile(path=""requirements-dev.txt"")]","[ContentFile(path=""setup.py"")]"
50750,chrisrichardmiles,https://github.com/chrisrichardmiles/chrisrichardmiles,chrisrichardmiles,chrisrichardmiles,[],"[ContentFile(path=""setup.py"")]"
50753,christian-watson-sdk,https://github.com/nicofasho/christian_watson-SDK,nicofasho,christian_watson-SDK,[],"[ContentFile(path=""setup.py"")]"
50758,christmas,https://github.com/Carreau/christmas,Carreau,christmas,[],[]
50759,christmascardify,https://github.com/grokwithrahul/christmas-card-creator,grokwithrahul,christmas-card-creator,[],"[ContentFile(path=""setup.py"")]"
50761,christmas-tree,https://github.com/vyahello/christmas-tree,vyahello,christmas-tree,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
50765,chris-utils,https://github.com/gregorybchris/chris-utils,gregorybchris,chris-utils,[],[]
50767,chrline,https://github.com/DeachSword/CHRLINE,DeachSword,CHRLINE,[],"[ContentFile(path=""setup.py"")]"
50771,chroma,https://github.com/seenaburns/Chroma,seenaburns,Chroma,[],"[ContentFile(path=""setup.py"")]"
50773,chroma-feedback,https://github.com/henryruhs/chroma-feedback,henryruhs,chroma-feedback,[],"[ContentFile(path=""setup.py"")]"
50777,chroma-py,https://github.com/jakubsvehla/chroma-py,jakubsvehla,chroma-py,[],"[ContentFile(path=""setup.py"")]"
