Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
246017,odoo13-addon-account-invoice-margin,https://github.com/OCA/margin-analysis,OCA,margin-analysis,[],[]
246018,odoo13-addon-account-invoice-margin-sale,https://github.com/OCA/margin-analysis,OCA,margin-analysis,[],[]
246019,odoo13-addon-account-invoice-margin-sale-delivered-sync,https://github.com/OCA/margin-analysis,OCA,margin-analysis,[],[]
246020,odoo13-addon-account-invoice-mode-at-shipping,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246021,odoo13-addon-account-invoice-mode-monthly,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246022,odoo13-addon-account-invoice-origin-link,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246023,odoo13-addon-account-invoice-overdue-reminder,https://github.com/OCA/credit-control,OCA,credit-control,[],[]
246024,odoo13-addon-account-invoice-overdue-warn,https://github.com/OCA/credit-control,OCA,credit-control,[],[]
246025,odoo13-addon-account-invoice-overdue-warn-sale,https://github.com/OCA/credit-control,OCA,credit-control,[],[]
246026,odoo13-addon-account-invoice-pricelist,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246027,odoo13-addon-account-invoice-pricelist-sale,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246028,odoo13-addon-account-invoice-production-lot,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246029,odoo13-addon-account-invoice-refund-line-selection,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246030,odoo13-addon-account-invoice-refund-link,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246031,odoo13-addon-account-invoice-refund-reason,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246032,odoo13-addon-account-invoice-refund-reinvoice,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246033,odoo13-addon-account-invoice-report-due-list,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246034,odoo13-addon-account-invoice-report-grouped-by-picking,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246035,odoo13-addon-account-invoice-report-grouped-by-picking-sale-mrp,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246036,odoo13-addon-account-invoice-report-payment-info,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246037,odoo13-addon-account-invoice-sale-origin-link,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246038,odoo13-addon-account-invoice-search-by-reference,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246039,odoo13-addon-account-invoice-section-sale-order,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246040,odoo13-addon-account-invoice-select-for-payment,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246041,odoo13-addon-account-invoice-show-currency-rate,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246042,odoo13-addon-account-invoice-start-end-dates,https://github.com/OCA/account-closing,OCA,account-closing,"[ContentFile(path=""requirements.txt"")]",[]
246043,odoo13-addon-account-invoice-supplierinfo-update,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246044,odoo13-addon-account-invoice-supplierinfo-update-discount,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246045,odoo13-addon-account-invoice-supplier-ref-reuse,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246046,odoo13-addon-account-invoice-supplier-ref-unique,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246047,odoo13-addon-account-invoice-supplier-self-invoice,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246048,odoo13-addon-account-invoice-tax-note,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246049,odoo13-addon-account-invoice-tax-required,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246050,odoo13-addon-account-invoice-transmit-method,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246051,odoo13-addon-account-invoice-tree-currency,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246052,odoo13-addon-account-invoice-triple-discount,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246053,odoo13-addon-account-invoice-ubl,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246054,odoo13-addon-account-invoice-ubl-email-attachment,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246055,odoo13-addon-account-invoice-validation-queued,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246056,odoo13-addon-account-invoice-warn-message,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246057,odoo13-addon-account-journal-lock-date,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246058,odoo13-addon-account-loan,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
