Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
246059,odoo13-addon-account-lock-date-update,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246060,odoo13-addon-account-lock-to-date,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246061,odoo13-addon-account-mass-reconcile,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246062,odoo13-addon-account-mass-reconcile-by-purchase-line,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246063,odoo13-addon-account-maturity-date-default,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246064,odoo13-addon-account-menu,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246065,odoo13-addon-account-menu-invoice-refund,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246066,odoo13-addon-account-move-budget,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246067,odoo13-addon-account-move-exception,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246068,odoo13-addon-account-move-force-removal,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246069,odoo13-addon-account-move-line-cumulated-balance,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246070,odoo13-addon-account-move-line-manufacture-info,https://github.com/OCA/manufacture,OCA,manufacture,[],[]
246072,odoo13-addon-account-move-line-purchase-info,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246073,odoo13-addon-account-move-line-sale-info,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246075,odoo13-addon-account-move-line-tax-editable,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246076,odoo13-addon-account-move-line-used-currency,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246077,odoo13-addon-account-move-post-block,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246078,odoo13-addon-account-move-print,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246079,odoo13-addon-account-move-reconcile-forbid-cancel,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246080,odoo13-addon-account-move-reconcile-helper,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246081,odoo13-addon-account-move-reversal-choose-method,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246082,odoo13-addon-account-move-template,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246083,odoo13-addon-account-move-tier-validation,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246084,odoo13-addon-account-move-tier-validation-approver,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246085,odoo13-addon-account-move-tier-validation-forward,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246087,odoo13-addon-account-multicurrency-revaluation,https://github.com/OCA/account-closing,OCA,account-closing,"[ContentFile(path=""requirements.txt"")]",[]
246088,odoo13-addon-account-multi-vat,https://github.com/OCA/account-fiscal-rule,OCA,account-fiscal-rule,"[ContentFile(path=""requirements.txt"")]",[]
246089,odoo13-addon-account-multi-vat-sale,https://github.com/OCA/account-fiscal-rule,OCA,account-fiscal-rule,"[ContentFile(path=""requirements.txt"")]",[]
246090,odoo13-addon-account-netting,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246091,odoo13-addon-account-operating-unit,https://github.com/OCA/operating-unit,OCA,operating-unit,[],[]
246092,odoo13-addon-account-partner-reconcile,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246093,odoo13-addon-account-payment-mode,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246094,odoo13-addon-account-payment-multi-deduction,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246095,odoo13-addon-account-payment-order,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246096,odoo13-addon-account-payment-order-notification,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246097,odoo13-addon-account-payment-order-return,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246098,odoo13-addon-account-payment-order-tier-validation,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246099,odoo13-addon-account-payment-partner,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246100,odoo13-addon-account-payment-promissory-note,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246101,odoo13-addon-account-payment-purchase,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246102,odoo13-addon-account-payment-purchase-stock,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246103,odoo13-addon-account-payment-return,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246104,odoo13-addon-account-payment-return-financial-risk,https://github.com/OCA/credit-control,OCA,credit-control,[],[]
246105,odoo13-addon-account-payment-return-import,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246107,odoo13-addon-account-payment-sale,https://github.com/OCA/bank-payment,OCA,bank-payment,"[ContentFile(path=""requirements.txt"")]",[]
246108,odoo13-addon-account-payment-show-invoice,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246109,odoo13-addon-account-payment-term-extension,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246110,odoo13-addon-account-payment-term-partner-holiday,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246111,odoo13-addon-account-payment-term-security,https://github.com/OCA/account-payment,OCA,account-payment,"[ContentFile(path=""requirements.txt"")]",[]
246112,odoo13-addon-account-payment-unece,https://github.com/OCA/community-data-files,OCA,community-data-files,"[ContentFile(path=""requirements.txt"")]",[]
246113,odoo13-addon-account-portal-invoice-search,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246114,odoo13-addon-account-product-fiscal-classification,https://github.com/OCA/account-fiscal-rule,OCA,account-fiscal-rule,"[ContentFile(path=""requirements.txt"")]",[]
246115,odoo13-addon-account-product-fiscal-classification-test,https://github.com/OCA/account-fiscal-rule,OCA,account-fiscal-rule,"[ContentFile(path=""requirements.txt"")]",[]
246116,odoo13-addon-account-promissory-note-bankia,https://github.com/OCA/l10n-spain,OCA,l10n-spain,"[ContentFile(path=""requirements.txt"")]",[]
246117,odoo13-addon-account-promissory-note-caixabank,https://github.com/OCA/l10n-spain,OCA,l10n-spain,"[ContentFile(path=""requirements.txt"")]",[]
246118,odoo13-addon-account-promissory-note-santander,https://github.com/OCA/l10n-spain,OCA,l10n-spain,"[ContentFile(path=""requirements.txt"")]",[]
246119,odoo13-addon-account-purchase-stock-report-non-billed,https://github.com/OCA/account-financial-reporting,OCA,account-financial-reporting,[],[]
246120,odoo13-addon-account-reconcile-model-strict-match-amount,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246121,odoo13-addon-account-reconcile-payment-order,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246122,odoo13-addon-account-reconcile-restrict-partner-mismatch,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246123,odoo13-addon-account-reconciliation-widget-due-date,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246124,odoo13-addon-account-reporting-volume,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246125,odoo13-addon-account-reporting-weight,https://github.com/OCA/account-invoice-reporting,OCA,account-invoice-reporting,[],[]
246126,odoo13-addon-account-sale-stock-report-non-billed,https://github.com/OCA/account-financial-reporting,OCA,account-financial-reporting,[],[]
246127,odoo13-addon-account-skip-bank-reconciliation,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246128,odoo13-addon-account-spread-cost-revenue,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246129,odoo13-addon-account-tax-balance,https://github.com/OCA/account-financial-reporting,OCA,account-financial-reporting,[],[]
246130,odoo13-addon-account-tax-group-widget-base-amount,https://github.com/OCA/account-invoicing,OCA,account-invoicing,"[ContentFile(path=""requirements.txt"")]",[]
246131,odoo13-addon-account-tax-repartition-line-tax-group-account,https://github.com/OCA/account-financial-tools,OCA,account-financial-tools,"[ContentFile(path=""requirements.txt"")]",[]
246132,odoo13-addon-account-tax-unece,https://github.com/OCA/community-data-files,OCA,community-data-files,"[ContentFile(path=""requirements.txt"")]",[]
246133,odoo13-addon-agreement,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246134,odoo13-addon-agreement-legal,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246135,odoo13-addon-agreement-maintenance,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246136,odoo13-addon-agreement-rebate,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246137,odoo13-addon-agreement-rebate-partner-company-group,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246138,odoo13-addon-agreement-sale,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246139,odoo13-addon-agreement-serviceprofile,https://github.com/OCA/contract,OCA,contract,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246140,odoo13-addon-analytic-base-department,https://github.com/OCA/account-analytic,OCA,account-analytic,[],[]
246141,odoo13-addon-analytic-brand,https://github.com/OCA/brand,OCA,brand,[],[]
246142,odoo13-addon-analytic-operating-unit,https://github.com/OCA/operating-unit,OCA,operating-unit,[],[]
246143,odoo13-addon-analytic-partner,https://github.com/OCA/account-analytic,OCA,account-analytic,[],[]
246144,odoo13-addon-analytic-tag-dimension,https://github.com/OCA/account-analytic,OCA,account-analytic,[],[]
246145,odoo13-addon-analytic-tag-dimension-enhanced,https://github.com/OCA/account-analytic,OCA,account-analytic,[],[]
246146,odoo13-addon-analytic-tag-dimension-sale-warning,https://github.com/OCA/account-analytic,OCA,account-analytic,[],[]
246147,odoo13-addon-announcement,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246148,odoo13-addon-apps-download,https://github.com/OCA/apps-store,OCA,apps-store,[],[]
246149,odoo13-addon-apps-product-creator,https://github.com/OCA/apps-store,OCA,apps-store,[],[]
246150,odoo13-addon-attachment-category,https://github.com/OCA/knowledge,OCA,knowledge,[],[]
246151,odoo13-addon-attachment-unindex-content,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246152,odoo13-addon-attribute-set,https://github.com/OCA/odoo-pim,OCA,odoo-pim,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246153,odoo13-addon-attribute-set-completeness,https://github.com/OCA/odoo-pim,OCA,odoo-pim,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246154,odoo13-addon-attribute-set-mass-edit,https://github.com/OCA/odoo-pim,OCA,odoo-pim,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246155,odoo13-addon-attribute-set-searchable,https://github.com/OCA/odoo-pim,OCA,odoo-pim,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246156,odoo13-addon-auditlog,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246157,odoo13-addon-auth-api-key,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246158,odoo13-addon-auth-from-http-remote-user,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246159,odoo13-addon-auth-jwt,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246160,odoo13-addon-auth-jwt-demo,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246161,odoo13-addon-auth-ldaps,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246162,odoo13-addon-auth-oauth-autologin,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246163,odoo13-addon-auth-oauth-multi-token,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246164,odoo13-addon-auth-oidc,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246165,odoo13-addon-auth-saml,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246166,odoo13-addon-auth-session-timeout,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246167,odoo13-addon-auth-signup-verify-email,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246168,odoo13-addon-auth-user-case-insensitive,https://github.com/OCA/server-auth,OCA,server-auth,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246169,odoo13-addon-auto-backup,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246170,odoo13-addon-autovacuum-message-attachment,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246171,odoo13-addon-bank-statement-journal-items,https://github.com/OCA/account-reconcile,OCA,account-reconcile,"[ContentFile(path=""requirements.txt"")]",[]
246172,odoo13-addon-barcode-action,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246173,odoo13-addon-barcodes-generator-abstract,https://github.com/OCA/stock-logistics-barcode,OCA,stock-logistics-barcode,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246174,odoo13-addon-barcodes-generator-location,https://github.com/OCA/stock-logistics-barcode,OCA,stock-logistics-barcode,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246175,odoo13-addon-barcodes-generator-product,https://github.com/OCA/stock-logistics-barcode,OCA,stock-logistics-barcode,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246176,odoo13-addon-base-action-visibility-restriction,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246177,odoo13-addon-base-bank-from-iban,https://github.com/OCA/community-data-files,OCA,community-data-files,"[ContentFile(path=""requirements.txt"")]",[]
246178,odoo13-addon-base-business-document-import,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246179,odoo13-addon-base-changeset,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246180,odoo13-addon-base-comment-template,https://github.com/OCA/reporting-engine,OCA,reporting-engine,"[ContentFile(path=""requirements.txt"")]",[]
246181,odoo13-addon-base-country-state-translatable,https://github.com/OCA/partner-contact,OCA,partner-contact,[],[]
246182,odoo13-addon-base-cron-exclusion,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246183,odoo13-addon-base-currency-iso-4217,https://github.com/OCA/community-data-files,OCA,community-data-files,"[ContentFile(path=""requirements.txt"")]",[]
246184,odoo13-addon-base-custom-filter,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246185,odoo13-addon-base-custom-info,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246186,odoo13-addon-base-delivery-carrier-files,https://github.com/OCA/delivery-carrier,OCA,delivery-carrier,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246187,odoo13-addon-base-delivery-carrier-label,https://github.com/OCA/delivery-carrier,OCA,delivery-carrier,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246188,odoo13-addon-base-deterministic-session-gc,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246189,odoo13-addon-base-duplicate-security-group,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246190,odoo13-addon-base-ebill-payment-contract,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246191,odoo13-addon-base-edi,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246192,odoo13-addon-base-exception,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246193,odoo13-addon-base-export-manager,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246194,odoo13-addon-base-external-dbsource,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246195,odoo13-addon-base-external-dbsource-mssql,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246196,odoo13-addon-base-external-dbsource-mysql,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246197,odoo13-addon-base-external-dbsource-sqlite,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246198,odoo13-addon-base-external-system,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246199,odoo13-addon-base-facturx,https://github.com/OCA/edi,OCA,edi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246200,odoo13-addon-base-fontawesome,https://github.com/OCA/server-tools,OCA,server-tools,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246201,odoo13-addon-base-geoengine,https://github.com/OCA/geospatial,OCA,geospatial,"[ContentFile(path=""requirements.txt"")]",[]
246202,odoo13-addon-base-global-discount,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246203,odoo13-addon-base-gs1-barcode,https://github.com/OCA/stock-logistics-barcode,OCA,stock-logistics-barcode,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246204,odoo13-addon-base-import-async,https://github.com/OCA/queue,OCA,queue,"[ContentFile(path=""requirements.txt"")]",[]
246205,odoo13-addon-base-import-match,https://github.com/OCA/server-backend,OCA,server-backend,[],[]
246206,odoo13-addon-base-import-security-group,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
246207,odoo13-addon-base-ir-actions-report-sequence,https://github.com/OCA/server-ux,OCA,server-ux,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]",[]
